,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3737,39,management,married,tertiary,no,0,yes,yes,unknown,16,may,107,2,-1,0,unknown,no
1470,60,blue-collar,divorced,primary,no,7601,yes,no,unknown,8,may,285,1,-1,0,unknown,no
19651,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
40635,21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,yes
42445,30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,unknown,yes
44613,61,housemaid,married,primary,no,211,no,no,cellular,31,aug,443,2,186,3,failure,yes
2195,31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,-1,0,unknown,no
791,44,blue-collar,married,primary,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,no
1502,35,self-employed,single,tertiary,no,538,yes,yes,unknown,8,may,21,9,-1,0,unknown,no
39925,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
3466,46,entrepreneur,married,unknown,no,676,yes,yes,unknown,15,may,106,3,-1,0,unknown,no
31035,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown,yes
2338,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,no
4327,45,blue-collar,married,secondary,no,771,yes,no,unknown,19,may,221,2,-1,0,unknown,no
42392,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
3311,46,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231,1,-1,0,unknown,no
4397,39,admin.,single,secondary,no,4039,yes,no,unknown,20,may,140,1,-1,0,unknown,no
44463,27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
1848,38,technician,married,secondary,yes,9,yes,no,unknown,9,may,129,3,-1,0,unknown,no
12564,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown,yes
43851,31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,5,-1,0,unknown,yes
1504,55,management,married,tertiary,no,1288,yes,no,unknown,8,may,67,2,-1,0,unknown,no
2939,41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no
40879,59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,yes
30414,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,-1,0,unknown,yes
43058,58,management,married,tertiary,no,473,no,no,cellular,18,feb,1109,1,262,1,success,yes
1497,47,blue-collar,married,primary,no,205,yes,no,unknown,8,may,128,2,-1,0,unknown,no
7916,31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,-1,0,unknown,yes
1401,26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,-1,0,unknown,no
25563,30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,unknown,yes
5299,32,services,married,secondary,no,207,yes,no,unknown,23,may,360,1,-1,0,unknown,no
39976,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,yes
44814,61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
816,31,blue-collar,single,primary,no,435,yes,no,unknown,7,may,159,2,-1,0,unknown,no
41498,39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
42171,53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,unknown,yes
7123,35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown,yes
20824,31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes
131,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no
3315,56,retired,married,secondary,no,344,yes,no,unknown,15,may,221,1,-1,0,unknown,no
5330,36,admin.,married,secondary,no,-118,yes,yes,unknown,23,may,263,2,-1,0,unknown,no
753,55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
3335,60,retired,married,tertiary,no,1224,yes,no,unknown,15,may,120,1,-1,0,unknown,no
2713,47,management,divorced,secondary,no,3346,yes,yes,unknown,13,may,284,2,-1,0,unknown,no
258,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
38561,36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,-1,0,unknown,yes
40072,33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
3066,42,management,married,unknown,no,1333,yes,no,unknown,14,may,468,2,-1,0,unknown,no
42680,37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,yes
1733,26,services,single,secondary,no,302,yes,no,unknown,9,may,210,1,-1,0,unknown,no
1741,29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
224,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
30373,54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,267,1,other,yes
41869,61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,1,-1,0,unknown,yes
44448,41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,unknown,yes
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
31010,42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,-1,0,unknown,yes
31712,46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,-1,0,unknown,yes
7164,56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,-1,0,unknown,yes
4357,53,admin.,married,tertiary,yes,6,no,no,unknown,19,may,105,11,-1,0,unknown,no
4834,39,technician,married,secondary,no,3528,yes,no,unknown,21,may,226,1,-1,0,unknown,no
4859,36,technician,single,secondary,no,656,no,no,unknown,21,may,261,1,-1,0,unknown,no
37506,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,yes
1244,49,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no
4560,42,management,married,tertiary,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,no
40862,32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes
41147,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
1461,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,no
42086,60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,yes
1570,30,management,single,tertiary,no,528,yes,no,unknown,8,may,145,4,-1,0,unknown,no
2846,59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,282,1,-1,0,unknown,no
3257,52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,may,41,1,-1,0,unknown,no
119,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,no
8884,27,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,2,-1,0,unknown,yes
3609,40,services,married,secondary,no,574,yes,no,unknown,15,may,68,3,-1,0,unknown,no
20681,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown,yes
40865,35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,582,1,-1,0,unknown,yes
3056,44,services,divorced,secondary,no,2416,yes,no,unknown,14,may,304,3,-1,0,unknown,no
14667,37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,5,-1,0,unknown,yes
4867,30,services,married,secondary,no,675,yes,no,unknown,21,may,232,1,-1,0,unknown,no
32603,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes
2487,48,management,married,tertiary,no,618,no,no,unknown,13,may,149,1,-1,0,unknown,no
211,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
2079,28,admin.,married,secondary,no,-201,yes,no,unknown,12,may,286,4,-1,0,unknown,no
39417,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
42319,35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
3973,32,technician,single,tertiary,no,192,yes,no,unknown,16,may,303,5,-1,0,unknown,no
1492,55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,-1,0,unknown,no
988,38,technician,married,secondary,no,0,no,no,unknown,7,may,55,1,-1,0,unknown,no
38492,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,yes
26100,40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,yes
41588,40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
41399,34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
5280,31,services,married,secondary,no,1273,yes,no,unknown,23,may,442,1,-1,0,unknown,no
9774,49,management,divorced,secondary,no,-46,yes,no,unknown,9,jun,1055,10,-1,0,unknown,yes
44192,68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes
43328,46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
14908,30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,-1,0,unknown,yes
4217,51,technician,married,unknown,no,425,yes,no,unknown,19,may,124,3,-1,0,unknown,no
3518,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no
1051,41,blue-collar,married,secondary,no,-15,yes,no,unknown,7,may,169,2,-1,0,unknown,no
1792,40,blue-collar,married,primary,no,117,yes,no,unknown,9,may,215,2,-1,0,unknown,no
9242,45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes
3194,48,admin.,married,secondary,no,2235,yes,yes,unknown,15,may,755,2,-1,0,unknown,no
41579,56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes
3627,23,services,single,secondary,no,75,yes,no,unknown,15,may,448,4,-1,0,unknown,no
2403,30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,no
2543,43,technician,married,secondary,no,1916,yes,no,unknown,13,may,565,2,-1,0,unknown,no
43454,31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
4673,31,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,134,1,-1,0,unknown,no
4301,52,services,married,secondary,no,2420,yes,no,unknown,19,may,215,3,-1,0,unknown,no
15722,54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,1,-1,0,unknown,yes
5188,47,services,married,unknown,no,4822,yes,no,unknown,21,may,154,5,-1,0,unknown,no
32296,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes
4487,31,admin.,single,secondary,no,160,yes,yes,unknown,20,may,233,2,-1,0,unknown,no
374,48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
21226,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,-1,0,unknown,yes
29615,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
42136,64,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,yes
31180,25,technician,single,secondary,no,1231,yes,no,cellular,27,feb,412,5,-1,0,unknown,yes
2498,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no
44760,28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
512,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
5265,31,blue-collar,married,secondary,no,714,yes,no,unknown,23,may,254,1,-1,0,unknown,no
2954,46,blue-collar,married,secondary,no,243,yes,yes,unknown,14,may,345,2,-1,0,unknown,no
303,36,services,single,secondary,no,62,yes,no,unknown,5,may,215,2,-1,0,unknown,no
44750,28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,1,-1,0,unknown,yes
12159,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
4497,39,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,40,1,-1,0,unknown,no
44846,41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
2445,49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,no
3802,30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
1178,25,management,single,tertiary,no,1348,yes,no,unknown,8,may,109,1,-1,0,unknown,no
457,37,technician,married,secondary,no,1,yes,no,unknown,6,may,608,1,-1,0,unknown,yes
41862,44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
42850,37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
38628,36,services,single,secondary,no,0,yes,no,cellular,15,may,1002,4,-1,0,unknown,yes
31303,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
12753,36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,3,-1,0,unknown,yes
20736,31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,unknown,yes
7811,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,1980,2,-1,0,unknown,yes
4101,44,admin.,divorced,secondary,no,2,yes,no,unknown,19,may,429,1,-1,0,unknown,no
4003,55,technician,married,secondary,no,2055,yes,no,unknown,16,may,1023,4,-1,0,unknown,no
44164,51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
37514,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes
16901,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,yes
4602,34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,324,1,-1,0,unknown,no
42633,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
189,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
42008,69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
44232,45,management,married,tertiary,no,31472,no,no,cellular,19,jul,568,7,-1,0,unknown,yes
32463,28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes
2634,47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,-1,0,unknown,no
31421,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes
2994,46,blue-collar,married,primary,no,501,yes,no,unknown,14,may,230,2,-1,0,unknown,no
12249,27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,-1,0,unknown,yes
11762,54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,yes
1583,39,management,single,tertiary,no,-85,yes,no,unknown,8,may,423,2,-1,0,unknown,no
4993,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,no
33756,69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,138,2,-1,0,unknown,yes
44567,60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown,yes
25909,38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
39549,43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,yes
39840,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,yes
9578,35,management,single,tertiary,no,68,no,no,unknown,6,jun,1085,1,-1,0,unknown,yes
4400,34,management,single,secondary,no,31,yes,no,unknown,20,may,20,14,-1,0,unknown,no
2245,28,technician,single,secondary,no,205,yes,no,unknown,12,may,92,3,-1,0,unknown,no
42859,78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success,yes
3243,41,blue-collar,divorced,primary,no,1563,yes,no,unknown,15,may,112,1,-1,0,unknown,no
2786,34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,no
3247,54,blue-collar,married,secondary,no,524,yes,no,unknown,15,may,55,1,-1,0,unknown,no
40942,43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,yes
448,32,services,single,secondary,no,310,yes,no,unknown,6,may,144,1,-1,0,unknown,no
161,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no
4166,31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,no
4465,34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,no
5037,32,blue-collar,married,secondary,no,-325,yes,yes,unknown,21,may,171,1,-1,0,unknown,no
950,29,management,married,secondary,no,147,yes,yes,unknown,7,may,376,2,-1,0,unknown,no
827,35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,no
1574,44,blue-collar,married,secondary,no,138,yes,no,unknown,8,may,283,3,-1,0,unknown,no
38694,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,yes
33854,29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
42748,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
3691,53,management,single,secondary,no,5558,yes,no,unknown,16,may,286,3,-1,0,unknown,no
617,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
43897,31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,2,92,3,success,yes
4366,45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,no
4377,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
44300,23,management,single,tertiary,no,1807,no,no,cellular,27,jul,606,1,-1,0,unknown,yes
33861,30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes
3051,41,blue-collar,married,primary,no,410,yes,no,unknown,14,may,85,4,-1,0,unknown,no
41422,30,admin.,single,secondary,no,0,no,no,cellular,4,sep,316,3,-1,0,unknown,yes
22215,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
42550,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,unknown,yes
1539,39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,3,-1,0,unknown,no
44239,29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
41405,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
1236,34,entrepreneur,married,tertiary,no,10350,yes,no,unknown,8,may,187,3,-1,0,unknown,no
29946,31,unemployed,single,secondary,no,1214,no,no,cellular,4,feb,974,1,-1,0,unknown,yes
17764,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
43503,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
1675,28,blue-collar,married,secondary,no,6,yes,no,unknown,9,may,254,1,-1,0,unknown,no
31214,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown,yes
24062,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
2202,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,-1,0,unknown,no
2264,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,-1,0,unknown,no
43583,63,retired,married,primary,no,12067,no,no,telephone,29,apr,660,1,191,1,failure,yes
292,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no
889,47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,no
2508,32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,no
3840,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
3560,57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
40119,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
2652,52,entrepreneur,married,unknown,no,0,yes,no,unknown,13,may,165,2,-1,0,unknown,no
420,49,management,single,tertiary,no,163,yes,no,unknown,6,may,496,3,-1,0,unknown,no
43400,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
23265,30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown,yes
1025,39,blue-collar,married,secondary,no,356,yes,yes,unknown,7,may,607,1,-1,0,unknown,no
18771,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes
423,40,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,225,1,-1,0,unknown,no
3326,50,services,single,secondary,no,516,yes,no,unknown,15,may,187,1,-1,0,unknown,no
2297,31,admin.,single,secondary,no,98,yes,yes,unknown,12,may,159,3,-1,0,unknown,no
4594,38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,369,1,-1,0,unknown,no
